,genes,95ci_lower,95ci_upper,passed,trueLFC
0,ENSG00000000003,-0.7676790671751004,1.6799311524491447,False,0.8404760149008261
1,ENSG00000000419,0.06698440060874988,1.1336615379406787,True,0.4893151653816288
2,ENSG00000000938,3.3044533154916884,8.983978099121654,True,6.20171138376052
3,ENSG00000001167,-1.118343131973642,1.2452468503209166,False,0.5859222848392358
4,ENSG00000001617,-0.45085480486699225,1.3633178350293496,False,0.7104998550233761
5,ENSG00000002549,-0.694511208601635,1.0426497659422336,False,0.5982840912379475
6,ENSG00000002586,-0.11800456873587706,1.3630482476515775,False,0.7578618502512153
7,ENSG00000002822,-0.5286258279979501,1.3034584041557835,False,0.7573776375894026
8,ENSG00000002834,0.7339181314825431,2.6085367848739276,True,1.6302312364162805
9,ENSG00000002919,-0.09298141302292473,2.1767721076225923,False,1.1637974955008805
10,ENSG00000003056,1.384983844856412,3.265111169836008,True,2.508100784486017
11,ENSG00000003400,0.05645763554589234,1.7736145362648283,True,1.0717988445294226
12,ENSG00000003402,-0.11136124468345976,2.9477052702583357,False,1.6226621280782423
13,ENSG00000003509,-0.006588539631534829,1.0866557441097622,False,0.5375342194069992
14,ENSG00000003756,-0.41164757512602357,1.0032489721173308,False,0.7207819553538108
15,ENSG00000004399,1.7846698104533125,4.596702376682721,True,2.951922386952039
16,ENSG00000004700,-0.7796257633937591,0.36662713892024756,False,0.058436307748145566
17,ENSG00000005001,2.4552120629400376,5.283906725617355,True,3.9796020398441536
18,ENSG00000005007,-0.5354765793735297,0.5991357395991024,False,0.2723314277558373
19,ENSG00000005020,0.4543075852702314,2.932774986902972,True,1.6519153258509087
20,ENSG00000005238,0.698838572981745,3.6278514867491776,True,1.8205259612892486
21,ENSG00000005302,-0.3740289978784972,1.32294327812774,False,0.7522058611253177
22,ENSG00000005339,-0.9941439199842943,0.9844082296708638,False,0.48049597882116757
23,ENSG00000005486,0.013985507636865346,1.5929428334196283,True,0.7848656669862724
24,ENSG00000005844,5.6537974363460215,10.140052599118667,True,6.6513867822820085
25,ENSG00000005884,2.041583112346666,4.306840208463638,True,2.59394606407642
26,ENSG00000005893,3.189379964629172,5.630953600448632,True,4.165008274037819
27,ENSG00000006015,0.33519913753548636,1.540072527032438,True,0.7264838881116202
28,ENSG00000006062,-0.6262502169726654,0.37436072697506323,False,-0.032135690042263576
29,ENSG00000006194,-0.36511481166467075,0.5113557352424509,False,0.18746449801659093
30,ENSG00000006459,-0.3264543025442528,2.35110302971909,False,1.1169144505243445
31,ENSG00000006534,0.15941949001222788,1.1362625094971177,True,0.5293085849177546
32,ENSG00000006555,0.22165064602357987,2.0405646287118175,True,0.9875533628562616
33,ENSG00000006576,1.7830430443519978,3.282239587940063,True,2.245733874461115
34,ENSG00000006652,2.038290670701225,6.12340701646716,True,3.957127035090318
35,ENSG00000006712,-0.8947275530759482,0.8787784692757192,False,0.3266925958949676
36,ENSG00000006756,0.46199318781605525,2.233064581980175,True,1.0724023709524446
37,ENSG00000006831,-0.3021739849145746,1.2718763362621912,False,0.9853532536048775
38,ENSG00000007202,-0.2142676966682897,0.5274872208859618,False,0.20774375358174701
39,ENSG00000007237,2.747874625764479,6.485817182941433,True,4.822670140301049
40,ENSG00000007306,4.644936507623306,7.1291802642406745,True,5.181009802299839
41,ENSG00000007341,0.6043097208093835,1.8337441140394515,True,1.0173055305401988
42,ENSG00000007392,0.16766986758444702,1.2626339671152467,True,0.8629493770978538
43,ENSG00000007944,-0.6413225923806003,1.5971915363425948,False,0.70615666077396
44,ENSG00000008083,-1.4506729519821775,1.5543155723493465,False,0.8177145282969374
45,ENSG00000008128,-1.5697621441099052,1.3529078447001401,False,0.6641063341280233
46,ENSG00000008130,-0.0855983081146574,2.9960934850541063,False,1.592149263252078
47,ENSG00000008282,0.9210320743706042,2.303176239179146,True,1.4812798858083083
48,ENSG00000008283,-0.5481616815138945,0.9238155733370919,False,0.14977314147328613
49,ENSG00000008513,0.6232680869695457,2.4396182031997307,True,1.5329281186256072
50,ENSG00000008516,4.159321237901471,10.54567951471879,True,7.058883087822333
51,ENSG00000009790,3.2529871630981626,8.010442910991127,True,5.503461732907089
52,ENSG00000010244,0.880693838458078,2.4393505132952304,True,1.6518165653765156
53,ENSG00000010270,-0.3652671175289095,0.8678037533567036,False,0.36768799868129776
54,ENSG00000010278,1.3723717872584924,3.323695299398821,True,2.2402472142057777
55,ENSG00000010327,4.107391765430433,6.5011265634144095,True,5.241188680160409
56,ENSG00000010404,-0.4486926439047485,1.6065885957202743,False,0.8345991736206715
57,ENSG00000010539,-1.462458568887219,3.1250318351789526,False,1.8758933836118588
58,ENSG00000010610,4.587464663384721,7.038422149508287,True,5.111320481735902
59,ENSG00000010810,1.472305807533802,3.161005015301777,True,2.298144109974569
60,ENSG00000011021,-0.8467824266440547,1.1104012534389613,False,0.4827943250850315
61,ENSG00000011132,0.7442815697479874,2.886249505741923,True,1.8231796635150057
62,ENSG00000011198,0.3790747542351278,3.608481706502432,True,2.1673579132713674
63,ENSG00000011243,0.17401426228392491,1.009358575812993,True,0.6135872115392775
64,ENSG00000011275,-0.1402779741107043,0.6784843644004273,False,0.2547367039815933
65,ENSG00000011304,0.2502716282824784,0.7528751124213899,True,0.48136189341763025
66,ENSG00000011422,6.514768517372609,12.334126534183197,True,8.476636247870921
67,ENSG00000011600,7.331036178885469,12.312601722281864,True,8.511934153256584
68,ENSG00000012232,-0.4608717135854494,2.698053994754995,False,1.7077962104315696
69,ENSG00000012660,-1.4926519658529047,1.6436884598786388,False,0.8599890538902235
70,ENSG00000012779,-0.5886863713592225,2.272007334926805,False,1.4250966656664819
71,ENSG00000012822,0.09681570787469251,1.261169072433936,True,0.9188890491834911
72,ENSG00000013288,0.8973839017052416,3.159167173634544,True,2.284183919852029
73,ENSG00000013364,-0.9245665194848067,1.5455160184952794,False,1.35764112904823
74,ENSG00000013374,-0.25040268272871025,0.7791862616066307,False,0.3631739052800196
75,ENSG00000013441,1.0168442319600373,3.163201459138145,True,2.4821575875409065
76,ENSG00000013563,0.4276862687969252,1.6455283349993008,True,0.743963044012077
77,ENSG00000013588,2.988662553342115,5.291561544846135,True,4.100284356073505
78,ENSG00000013810,1.5646777253568693,4.712678343653241,True,3.7420135280160522
79,ENSG00000014164,0.04885334243258921,2.476517863845786,True,1.558850913978357
80,ENSG00000015153,0.2850389496076402,1.6356783383682088,True,1.2300055073166836
81,ENSG00000015285,4.453876376010086,10.242593380516801,True,6.79440920174954
82,ENSG00000015475,1.3605020902521883,4.605601503642137,True,2.7690145285885155
83,ENSG00000017260,0.26434342031007907,0.9011668849128106,True,0.519737954582344
84,ENSG00000018280,4.481538480154915,11.516462913435205,True,7.297613101187679
85,ENSG00000019582,4.234038000311013,6.317836552051308,True,5.258997096786243
86,ENSG00000020633,4.176966324066416,8.05910652968453,True,5.302610068423692
87,ENSG00000021355,1.0124742653016998,4.782400737273892,True,3.5051540919524804
88,ENSG00000021574,-0.7825722231211598,1.3770524781293219,False,0.7515695535382143
89,ENSG00000022277,-0.8281526891339475,1.2831992657847868,False,0.7439782134644695
90,ENSG00000022567,-1.0663948325082568,1.755289077862571,False,1.0762783571341696
91,ENSG00000023318,1.0294614347088507,2.556953979670518,True,2.061057594500313
92,ENSG00000023445,1.6360634944232286,4.116670139514405,True,2.905553178472724
93,ENSG00000023892,-0.8302717704762674,2.814882949494603,False,1.456482679966558
94,ENSG00000023902,3.290610037186619,6.949109568434855,True,4.560764077887433
95,ENSG00000023909,-0.022860683770333345,1.285595470684548,False,0.6298467487301496
96,ENSG00000024048,-1.1414759808057449,1.2544198153569877,False,0.6402659954176215
97,ENSG00000025293,-0.6955464826014479,1.2348807554707175,False,0.48474732221833516
98,ENSG00000025708,3.7829073174987435,7.766888233458182,True,5.467074942294994
99,ENSG00000025770,0.15892279349962646,2.3589544906851194,True,1.571296746523994
100,ENSG00000025796,-0.41134817623235875,0.44435667087098807,False,0.07704807523805268
101,ENSG00000026025,1.443411050061922,4.146028754472017,True,2.691122746373411
102,ENSG00000026103,1.6728019366249658,5.053980624087731,True,3.6534431909699325
103,ENSG00000026297,1.434206761902293,4.859953552000353,True,3.399497197570247
104,ENSG00000026508,3.890997695670208,7.154530223842338,True,4.9685514471466865
105,ENSG00000026751,3.656419614159465,7.5378643997638015,True,5.16660032955025
106,ENSG00000026950,1.8006915199599423,4.042293772226866,True,2.9284044111213845
107,ENSG00000027697,3.06389196782117,6.450262630476189,True,4.578019907086091
108,ENSG00000028137,4.811056103599373,10.909994521695559,True,7.495559308721559
109,ENSG00000028277,2.9499094810696453,6.029134375584302,True,4.082702254614338
110,ENSG00000029153,0.584644907570643,3.3864333856969298,True,2.0797014567485
111,ENSG00000030582,4.222990850273447,5.87384133194474,True,5.171456351360476
112,ENSG00000031081,0.6277205544635507,2.6527825754465515,True,1.8039126392875255
113,ENSG00000032444,0.80122326636595,3.7433582846064146,True,2.5171305822560877
114,ENSG00000033030,-0.05059983749158281,0.8587048593682391,False,0.500457219493522
115,ENSG00000033178,0.4143216529012943,1.3792691191418474,True,0.7945961475314807
116,ENSG00000033327,-0.8433604114133004,3.5944421207841897,False,1.8683098008309873
117,ENSG00000033627,1.3410361773494843,3.2414731964384518,True,2.013507338090661
118,ENSG00000033800,-0.34204989028760124,1.7141460543860783,False,0.9894441186505993
119,ENSG00000033867,1.2832701669592375,3.0824143776579707,True,1.774542890531026
120,ENSG00000034152,0.6031117484218917,3.451366310822781,True,2.2522722515333333
121,ENSG00000035403,0.984416624283253,2.8786542875513,True,1.8352990493810832
122,ENSG00000035664,0.9492801124516248,3.780393025100148,True,2.4945945411504757
123,ENSG00000035681,-0.5599347336404223,1.9296243903338546,False,0.9466989076928458
124,ENSG00000035862,4.324954257255057,7.519150585359255,True,5.56941311880103
125,ENSG00000036054,0.0680010268555824,1.0260646031512373,True,0.6880950398117367
126,ENSG00000037749,1.3962894848875234,2.252331999694435,True,1.7734622797401163
127,ENSG00000038219,-1.058799224159539,2.003964846267997,False,0.8106567796425832
128,ENSG00000038358,-0.29102216066347797,0.7026311249680699,False,0.36773710428064454
129,ENSG00000038427,7.498993228557634,10.886993016765922,True,7.96840228204395
130,ENSG00000039068,0.3463883939098906,1.997489262251893,True,1.3485791513167635
131,ENSG00000039319,-0.25949176008728836,1.7232686703291353,False,1.0296885462512835
132,ENSG00000039650,-0.4267816332469314,1.4722246573313766,False,0.9138097202074409
133,ENSG00000042429,-0.5697618279478389,0.5951964504081344,False,0.1701980851779057
134,ENSG00000042445,0.30527158210578165,1.5636973683574342,True,1.1714026213401598
135,ENSG00000042980,1.8117838587157653,3.180878927923429,True,2.724475265801471
136,ENSG00000043143,0.17682262343858524,0.9213014237204681,True,0.4977640557918548
137,ENSG00000043462,7.260763347472057,15.600994232748013,True,9.617285818232405
138,ENSG00000044446,0.09286212809739514,1.3676118645567286,True,0.8362450023641448
139,ENSG00000044574,2.252071211396867,3.790253084331723,True,3.3172859065615636
140,ENSG00000047365,-0.7409533196817026,1.620103077516987,False,0.6220191207758834
141,ENSG00000047578,-1.1657105400040875,0.36485206121608105,False,-0.014621125644215027
142,ENSG00000047644,-0.8953941183357932,1.3226797477671424,False,0.3763402263224558
143,ENSG00000048052,-0.5974120827822111,3.050137263443157,False,1.6903471107455652
144,ENSG00000048707,-0.4925478201176112,0.682262625740778,False,0.2980559057093002
145,ENSG00000048740,1.2783629094454767,5.319147803734851,True,3.3661783679858575
146,ENSG00000048828,-0.23919217254886238,0.4971613362791899,False,0.12653150711603622
147,ENSG00000049089,-0.8133088169922207,1.0236202240430898,False,0.39475999391348005
148,ENSG00000049239,1.468890867384557,3.254105657712789,True,2.1421780871841327
149,ENSG00000049449,-0.5628086964372991,1.8050569341895932,False,0.5819642226867208
150,ENSG00000049656,0.05422619967542097,0.6800879301398827,True,0.4478519576876625
151,ENSG00000049860,1.1080495831194903,2.8238636505587347,True,2.332541910168355
152,ENSG00000051009,0.6739836529031975,1.7886623045046872,True,1.155107871876766
153,ENSG00000051108,-0.5156155090197911,0.5104807901233066,False,0.36282673549723654
154,ENSG00000051523,3.0210905037891465,6.36566446479624,True,4.181557292793986
