,genes,95ci_lower,95ci_upper,passed,trueLFC
0,ENSG00000000003,1.496880056675621,4.037871131472953,True,2.393272990386296
1,ENSG00000000938,2.9863745784941162,7.818286920615924,True,5.333928655233038
2,ENSG00000001617,0.38152364544713,2.9488844390928937,True,1.885292097060003
3,ENSG00000002549,-0.8355978123454832,1.3112678756031277,False,0.7096076141401806
4,ENSG00000002586,-0.042409230805716014,1.7727960237882758,False,1.1443005880708084
5,ENSG00000002822,-0.9416230130694649,0.9105168418168974,False,0.6263427071242402
6,ENSG00000002834,-0.27238805903326213,1.0963141194079133,False,0.8172537383294634
7,ENSG00000003056,1.5322304495170416,4.243563250047208,True,2.92283489712427
8,ENSG00000003400,-0.1518343087332199,2.9857631960529845,False,1.3950876005890622
9,ENSG00000003436,0.6976536276239336,2.220386567177918,True,1.794423193005564
10,ENSG00000003756,0.26469215955501735,1.0561838718642251,True,0.5563258930960684
11,ENSG00000004399,1.2425686865891414,5.167570786683294,True,3.126303725345573
12,ENSG00000005001,2.6229925782344417,6.558734380840059,True,4.640143944791129
13,ENSG00000005020,-0.07936788581560705,1.1705212879689677,False,0.729696387797893
14,ENSG00000005844,2.4352354660035473,6.145432001614168,True,4.543311124142778
15,ENSG00000005884,1.051980033786947,4.248990247535922,True,2.7633865862603733
16,ENSG00000005893,1.2163306408751335,3.8968298390524367,True,2.894157982323004
17,ENSG00000006015,-0.09905435898649095,1.9776001047717746,False,1.0497248445026948
18,ENSG00000006062,-0.5201672631261962,1.2535293784556418,False,-0.0024154480279339197
19,ENSG00000006534,-0.3045584122125655,1.2619715598583294,False,0.6280222901683548
20,ENSG00000006555,0.22760406793112065,2.7697669574110133,True,1.3571014903022816
21,ENSG00000006576,1.7746148746923867,3.8019626647847753,True,2.406178677941422
22,ENSG00000006652,0.7582979040727933,2.9523005566329603,True,2.3635011375285826
23,ENSG00000006756,0.5053605802755148,3.2397487983278204,True,1.5935507219497458
24,ENSG00000006831,-0.040615734720933716,2.005205713554113,False,1.3105809407203708
25,ENSG00000007062,-1.0768317450024232,1.244064510129701,False,0.6907806238722332
26,ENSG00000007237,1.933897856880603,6.040975723657745,True,4.027232444809472
27,ENSG00000007306,3.6485489113692173,6.542743955432206,True,5.296880521201805
28,ENSG00000007341,0.11233180952413391,1.642274909137612,True,0.966647939360973
29,ENSG00000007392,0.7243472950408711,2.0104595392111033,True,1.3368138396736895
30,ENSG00000007541,0.19408712885247037,1.6957959559825413,True,1.0447912648957272
31,ENSG00000008282,0.5375368448324052,2.270622900873677,True,1.6991965861009506
32,ENSG00000008394,-0.9734298774665664,1.3847666250833381,False,0.29937655233622706
33,ENSG00000008513,1.1390179165640575,3.1049924196713112,True,1.9976706142980234
34,ENSG00000008516,2.7278175352429344,7.207583934146244,True,4.509024607144259
35,ENSG00000008517,-0.09103958253313316,2.148780659835312,False,1.485781698537921
36,ENSG00000008710,-1.0391140253132871,1.6365223824123332,False,0.7525036838078036
37,ENSG00000009790,3.2700714243455113,5.789232946756587,True,4.126715005439072
38,ENSG00000010244,0.17918182050314257,1.772031901986964,True,1.089660403030031
39,ENSG00000010278,1.2597034080285718,3.812540578273044,True,2.9079912034935402
40,ENSG00000010327,3.5004759713012357,7.00352529350128,True,5.019662337888965
41,ENSG00000010539,0.06734645239382164,3.1587335146629534,True,1.454247018301487
42,ENSG00000010610,3.676420601164332,6.4472812880507195,True,4.866021460537322
43,ENSG00000010810,1.429608410837032,3.0460436328601963,True,2.246796571778616
44,ENSG00000011198,-0.8064776621504266,1.9074293073863746,False,1.1792413764102077
45,ENSG00000011275,-0.3639770888373579,0.6139142920607749,False,0.09674882737331458
46,ENSG00000011422,6.256170542269164,10.120029820430728,True,7.866020991440663
47,ENSG00000011600,3.272243711937252,6.6100209667410414,True,5.892088932596918
48,ENSG00000012232,0.9455929958736551,2.5772502800611905,True,1.660455882659773
49,ENSG00000012779,0.7099689574944765,3.7048391118821913,True,1.4423669781531752
50,ENSG00000012822,0.5535316405077584,1.6125173625493643,True,0.9574134377390235
51,ENSG00000013016,-0.6630334626854184,2.061964184918477,False,0.8518547798227707
52,ENSG00000013288,2.4988092827670423,5.138204352322433,True,3.2113190541660517
53,ENSG00000013364,1.8776851880026473,2.8619383735640342,True,2.2680785438661992
54,ENSG00000013441,1.408272870601155,2.8840773177649375,True,2.2088749913816565
55,ENSG00000013588,2.2874248070646983,6.094369295778103,True,4.697312165247002
56,ENSG00000013810,2.9266043213446453,4.430108558078894,True,3.4793659864867834
57,ENSG00000014164,0.13989809998932845,1.80239675730859,True,0.9256877075085024
58,ENSG00000015153,0.7349754578722685,1.770534424719079,True,1.0488056032573718
59,ENSG00000015285,2.6594901929452863,6.876535523858703,True,4.726949697347413
60,ENSG00000015475,-0.30890097440220377,2.585315112417841,False,1.49859426855823
61,ENSG00000017260,-0.4690626474621853,0.8734834711735378,False,0.4423062121141452
62,ENSG00000018280,2.2270799819746303,6.044662186482511,True,4.567983130635972
63,ENSG00000019582,4.782357507673785,7.17350088433633,True,5.906917459051476
64,ENSG00000020633,1.661151641723376,5.201834380116869,True,3.6363554248148584
65,ENSG00000021355,1.2232110213223883,4.2498276345945865,True,3.130089264599237
66,ENSG00000021574,0.36357938882164387,1.8347598104476486,True,0.807705422108401
67,ENSG00000023318,0.7328413434134249,2.2727083590210997,True,1.6532232020526676
68,ENSG00000023445,0.7254171243939989,3.2793526912104687,True,2.268426767404896
69,ENSG00000023902,0.29523225050947133,3.2544704846604837,True,2.6315127886766922
70,ENSG00000025708,1.3028228058804476,5.348730107628816,True,3.854545767029334
71,ENSG00000025796,-0.20301335912289709,1.069895609398122,False,0.4814465632374878
