,genes,95ci_lower,95ci_upper,passed,trueLFC
0,ENSG00000000938,-0.11661041223086421,7.463493198111232,False,3.6816760107678723
1,ENSG00000002919,-0.41274100476584863,3.4517410547140894,False,2.507778160507361
2,ENSG00000004059,0.8946861266022599,2.8225976968712922,True,1.927053013576698
3,ENSG00000004399,0.5266499937889781,8.018063340435042,True,3.37384782467105
4,ENSG00000004939,4.636242233141754,9.14767277196113,True,7.190880203236988
5,ENSG00000005022,0.9343393777575386,1.7055905455331732,True,1.1851964389123282
6,ENSG00000005238,1.7211804296824282,5.142140446589721,True,2.678413081402688
7,ENSG00000005302,-0.01669480215241048,1.8693539095104832,False,1.3658030498259732
8,ENSG00000005448,0.6554787765848911,3.9953039454766723,True,2.165947897258175
9,ENSG00000005483,0.36550374137099606,1.4362599055124168,True,0.9016227609360463
10,ENSG00000007237,-0.3591569192867743,4.0954895831476,False,1.9255567934382292
11,ENSG00000007968,3.9884257875670377,6.212221764287445,True,4.813418140960115
12,ENSG00000008324,-0.30858423145861913,3.6232121515385796,False,1.8322312675446906
13,ENSG00000008517,-1.4277299493449558,3.925155053895728,False,3.118484761720823
14,ENSG00000009307,0.096920558616308,0.8833952200572615,True,0.4777806622112557
15,ENSG00000010319,2.2358691911069632,5.174363103360679,True,4.083706818461252
16,ENSG00000010404,1.4331884054120416,3.0372918048982775,True,1.947107308005366
17,ENSG00000010671,4.577853436257349,9.146355400055423,True,5.638903837393204
18,ENSG00000010803,1.8520680131121683,4.640848945250237,True,3.5329153273271956
19,ENSG00000010810,2.2721861476425715,4.3079475235473605,True,3.571071942462111
20,ENSG00000011304,1.4987718768055078,2.603622920398112,True,1.8430116851033391
21,ENSG00000011600,1.9339000839037732,5.946817867932886,True,2.8903168566761304
22,ENSG00000012124,3.87382836003839,8.881011321248835,True,5.018444593260263
23,ENSG00000013306,1.3330799232680777,2.976342208724395,True,2.002490343305788
24,ENSG00000015285,2.803543409480648,6.8070707754804385,True,3.931927991580205
