"","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000000938",4.31601573802892,2.60564831756174,6.0263831584961,5.72261265244051,5.07322960136014,6.22977138582925e-06,7.2864131927267e-05,3.69166484979928
"ENSG00000001629",1.07972016868436,0.367714793673536,1.79172554369519,6.00551730828717,3.04872923439994,0.00372625821555335,0.0141475678294268,-2.37816981363034
"ENSG00000002586",1.59008226562971,0.253590176746484,2.92657435451295,6.12364525360706,2.39190603766465,0.0207109211226689,0.0566283401645011,-3.9590202011165
"ENSG00000002834",1.12816509688661,0.370042856552395,1.88628733722082,8.22469850787719,2.99174335896077,0.00436326277070488,0.0160403498927927,-2.73027322126053
"ENSG00000002919",2.53544595876089,1.21261183521479,3.85828008230698,3.95584414551262,3.85336264107677,0.000344294979380558,0.00201150417875731,0.01615377459306
"ENSG00000004059",1.89228745496966,1.05932673039568,2.72524817954364,5.78130074534708,4.56723648724124,3.43835022854331e-05,0.000296505405893065,2.06451123677195
"ENSG00000004399",2.11202086552499,0.518802672209868,3.70523905884011,4.32692524411172,2.66510215805345,0.0104414366564917,0.032579121315917,-3.17649571957228
"ENSG00000004866",2.34529233274213,0.792255616017444,3.89832904946682,3.88464972720455,3.03603080592913,0.00386016183148939,0.0145687248070027,-2.19666680962267
"ENSG00000004939",8.29774143177448,5.84459997016158,10.7508828933874,4.45169842134872,6.80030228660502,1.46254092196483e-08,4.90786364537893e-07,9.4386786658456
"ENSG00000005022",2.28756454213889,1.55314177186599,3.02198731241179,6.8427418829749,6.26207314880013,9.82136095335574e-08,2.40811080234565e-06,7.64242718291425
"ENSG00000005102",3.77799708655623,2.07339125819529,5.48260291491716,0.780943045776796,4.45582948737505,4.97170774806441e-05,0.000400629854454394,1.89037012845683
"ENSG00000005238",2.6653014801679,1.37519777869294,3.95540518164286,4.78482770861359,4.15348486976956,0.000133080101960258,0.000906283769539417,0.857299857402443
"ENSG00000005249",3.44992227907727,1.11666021667495,5.78318434147958,5.70238288070905,2.97285361980626,0.00460199612940336,0.0167493194474085,-2.44268798131545
"ENSG00000005302",1.56493552011047,0.588111358595399,2.54175968162553,5.16475636030271,3.22085347721886,0.00229166532899428,0.0094449853638023,-1.84877164702007
"ENSG00000005381",4.85650602450858,2.20284561786695,7.5101664311502,2.16163125131731,3.67933643136679,0.000589149915581118,0.00310476335652044,-0.347302416375578
"ENSG00000005448",2.40635211953588,1.02962214158473,3.78308209748704,2.09668663286779,3.51399647905429,0.000971186442285825,0.00467865732980938,-0.83516415602126
"ENSG00000005483",0.929753020101307,0.276068450730022,1.58343758947259,8.23438599078273,2.8595011662836,0.0062538138810699,0.0214398679070145,-3.03619231950396
"ENSG00000005844",2.11673665205425,0.631411280539291,3.6020620235692,4.8297632808946,2.86507598153692,0.00616073950613683,0.0212113257589112,-2.76408565950377
"ENSG00000005961",7.09773143762041,3.05146111695694,11.1440017582839,3.20693686056294,3.52883105197068,0.000944867888404018,0.00458245710612046,-0.782945273190101
"ENSG00000006125",0.814572368835839,0.207078224292915,1.42206651337876,7.33538473972442,2.69574303367098,0.00964404103196424,0.0304539350752485,-3.39062736946727
"ENSG00000006576",1.46934242388061,0.33935690911697,2.59932793864424,3.69537271462805,2.61421351340311,0.0119004241236901,0.0361574803072117,-3.24104237039586
"ENSG00000006638",4.86952821702023,2.28079543633242,7.45826099770804,1.63511478786179,3.78173050851297,0.000430063320785593,0.00241087614029969,-0.0593874645957726
"ENSG00000007047",1.53783688332698,0.498532156783245,2.57714160987071,5.25502873508102,2.97480350122648,0.00457142073632493,0.0166480972220394,-2.46182882388176
"ENSG00000007237",2.71053662517257,1.22105452999969,4.20001872034545,4.87290570983643,3.65856610469381,0.000627693276607674,0.00327777238981042,-0.666458674425379
"ENSG00000007255",2.65363044051506,0.982742628623328,4.32451825240678,2.917677756871,3.19289078090273,0.00248232411138526,0.0100885935391772,-1.72301346209474
"ENSG00000007264",2.70982590586077,1.04176834732713,4.37788346439441,3.09072172221763,3.2660382857959,0.00201252564895841,0.00849649900505885,-1.53494719061364
"ENSG00000007312",4.03828360165621,2.07961062112065,5.99695658219177,1.76906076254612,4.14501204233488,0.000136752611829437,0.000927623150174117,0.970485659179927
"ENSG00000007376",1.45649178911374,0.213604415374699,2.69937916285279,3.27542440305721,2.35595601534241,0.0225908883923393,0.060586026817122,-3.72150105832336
"ENSG00000007968",4.38044781530691,2.30036497610713,6.46053065450668,1.81478883207179,4.23378493667663,0.000102710272894488,0.000727853327976408,1.22819021254098
"ENSG00000008018",0.865817580583315,0.231948212032214,1.49968694913442,5.52736415222214,2.74610758917392,0.00845407846400054,0.0274001300123257,-3.11421509254137
"ENSG00000008324",2.70722687140364,1.30098205116227,4.113471691645,3.07290753466249,3.8703891174191,0.000326478533367895,0.00192703914330379,0.125522222050401
"ENSG00000008438",4.74017310160117,2.11930183344036,7.36104436976199,2.1144692539589,3.63613019614306,0.000672041699678505,0.00347024704501798,-0.476394654339906
"ENSG00000008517",4.44262917284708,3.06399176863646,5.82126657705771,4.98527292506487,6.47859632592029,4.56711147396363e-08,1.27361092423241e-06,8.43668277761411
"ENSG00000009307",0.821029899650726,0.399045944272124,1.24301385502933,9.60947292457116,3.91159559337526,0.00028696513829378,0.0017259455921244,-0.262453257273747
"ENSG00000010319",5.28253571134731,3.64494379573116,6.92012762696345,1.84458884646284,6.48526414476885,4.46061434279848e-08,1.24679863080495e-06,8.2963870227135
"ENSG00000010404",1.82550854187863,0.875638717283587,2.77537836647368,7.16464335920755,3.86376489006013,0.000333301779304386,0.00195963227685697,-0.197282214091514
"ENSG00000010671",3.90780606969694,2.36303101380061,5.45258112559327,4.01558377780126,5.08579286966214,5.96749260513459e-06,7.03428409139495e-05,3.81168781087617
"ENSG00000010803",2.78009887293674,1.7570220511408,3.80317569473269,5.67256892150136,5.46314729054043,1.62211768669885e-06,2.51501309802587e-05,5.01842037102468
"ENSG00000010810",3.58191665153594,2.38849582478329,4.77533747828858,4.87260181634513,6.03410380254171,2.19554771272352e-07,4.65664846746132e-06,6.9325315364633
"ENSG00000011304",1.42851929868404,0.807536593940354,2.04950200342773,7.13778803388244,4.62484860725969,2.83812593611061e-05,0.000254396600835748,2.13403323032982
"ENSG00000011600",2.61539192140554,1.11057805240044,4.12020579041065,6.20168830298745,3.49417704499472,0.00103040552520476,0.00491615657906602,-1.24143582357964
"ENSG00000012124",4.93051290668835,3.14103820528513,6.71998760809158,3.38786466235273,5.53933270448623,1.24430163592792e-06,2.04224820272801e-05,5.30540837833037
"ENSG00000013016",2.83296624521073,1.49221436369017,4.1737181267313,4.84026199305269,4.2479940366079,9.80896968313544e-05,0.000701297672241737,1.1606025744751
"ENSG00000013306",2.94973086953189,1.81748957901719,4.0819721600466,6.21911792418157,5.23762400170731,3.54160437853878e-06,4.60752785618322e-05,4.21668567655138
"ENSG00000014138",1.37552968405104,0.205611589703824,2.54544777839825,3.09837616600212,2.36377112163125,0.0221696575110855,0.0596688704280713,-3.70555037975774
"ENSG00000015133",1.1213027464572,0.233285543223484,2.00931994969091,7.05026254186597,2.53858915372265,0.0144148149228945,0.0421595715892474,-3.69913568423813
"ENSG00000015153",0.989039137597438,0.1382013208539,1.83987695434098,4.45568562331252,2.33699404956623,0.0236428904338908,0.0627784661796523,-3.9192022350202
"ENSG00000015285",3.09085627718549,1.41765668291971,4.76405587145128,5.48045562169198,3.71382960660306,0.00053010939127815,0.0028509945699678,-0.518458007426543
"ENSG00000017483",3.81576767973958,1.76211885888508,5.86941650059409,1.66830258591176,3.73548209038732,0.000495997676195053,0.00270619746608778,-0.198595556797557
"ENSG00000018408",1.9304565572625,0.934004476813942,2.92690863771105,6.26909960223618,3.89488400298277,0.000302399367774972,0.00180417722834565,-0.0629359726550156
"ENSG00000018699",2.02724948841528,0.717725895130331,3.33677308170022,4.14219748016375,3.11232388509476,0.00311872839201393,0.0121866107488134,-2.01293915103803
"ENSG00000020181",2.75665946606897,0.817729542950217,4.69558938918772,1.50375237269592,2.85832706061192,0.00627358183862696,0.0214877552610768,-2.46615792501126
"ENSG00000020577",2.87786254770798,1.52941169263752,4.22631340277843,4.89204626443031,4.29067715426184,8.539369263731e-05,0.000621705644391324,1.27892153254503
"ENSG00000020633",3.71141314070135,2.16585903254425,5.25696724885846,4.71694563781071,4.8277636540923,1.43577905706505e-05,0.000143717658120445,2.94145257784364
"ENSG00000021762",1.8861918429001,0.373679072201073,3.39870461359913,4.41245179681431,2.5071350342097,0.0155961306064661,0.0449059716577671,-3.479945347445
"ENSG00000022267",6.38667455504186,3.98110541979456,8.79224369028915,2.90291421104773,5.33762252178521,2.50715297883519e-06,3.52846634766677e-05,4.63277455443244
"ENSG00000022840",1.34958047882571,0.640911304955688,2.05824965269573,8.02050777623569,3.82865434303201,0.000371826505169662,0.00214120167675856,-0.385751616865512
"ENSG00000023191",2.10978471654385,1.07172924279912,3.14784019028859,6.15902615437277,4.08609531116423,0.000165152636035643,0.00108483849853947,0.534662770465625
"ENSG00000023902",2.84119923145748,1.33724980928034,4.34514865363463,5.93836110721834,3.79803857109682,0.000408892258929194,0.00230398739163704,-0.309565753241642
"ENSG00000024422",2.23244579800193,0.44989122043023,4.01500037557364,3.43537498777069,2.5178450578006,0.0151843762063295,0.0439515089278356,-3.39981108171883
"ENSG00000026025",1.91846210709196,0.798644487539218,3.0382797266447,8.59693270596467,3.44426725334338,0.00119517356882085,0.00554632356840706,-1.56530454987258
"ENSG00000027075",2.28914029766368,1.45693878958233,3.12134180574503,6.24847122441369,5.53012344409352,1.28487319749861e-06,2.08891597979295e-05,5.1955208140191
"ENSG00000027869",2.90695662490244,1.44312073287427,4.37079251693061,2.21703580674553,3.99242782510799,0.000222439310139774,0.00139496427342731,0.510000275530795
"ENSG00000028277",3.80458264735454,2.18325551695825,5.42590977775083,4.06083130338911,4.7176670400713,2.08029293008404e-05,0.000194726409702583,2.622727677917
"ENSG00000029534",7.42917972035002,5.31963932886516,9.53872011183488,3.61173161641564,7.08017403208132,5.43462856821997e-09,2.17511529439688e-07,10.2740254224443
"ENSG00000031003",1.52050999166244,0.634671948694685,2.40634803463019,7.00932667235675,3.45084827167481,0.00117209252428933,0.00545846612026933,-1.37155779985837
"ENSG00000031081",2.45869530455582,1.25547621462277,3.66191439448887,5.43322117433995,4.10819369491062,0.000153886825958246,0.00102451221664654,0.651405919313327
"ENSG00000031698",0.740065581795046,0.122420660170747,1.35771050341935,6.67716713816495,2.40891926913922,0.0198712564577236,0.0547300014966154,-3.98588288678072
"ENSG00000033327",2.61096423334399,1.19527304508504,4.02665542160295,6.88543728138445,3.70785982463798,0.000539903784193735,0.00289591312919943,-0.618641759840875
"ENSG00000034053",2.39401615322357,0.521027843445263,4.26700446300189,2.21896108602456,2.56970295088049,0.0133269132729309,0.0395636580086246,-3.17512893571814
"ENSG00000034152",2.09358678759745,1.02004555699185,3.16712801820306,6.77818914164245,3.92069585679964,0.000278883324520757,0.00167985370525078,-0.023348631533783
"ENSG00000034510",2.10856485761267,1.31726060871667,2.89986910650868,8.23839073328422,5.3571570705795,2.34319252778746e-06,3.34856944036246e-05,4.47451664284091
"ENSG00000034713",2.00524796527186,0.982935186139682,3.02756074440403,7.04508363389668,3.94343973609884,0.000259634717586694,0.00158772560546543,0.0342886875984405
"ENSG00000035403",2.10355090114901,0.443333706755955,3.76376809554207,7.61306230517809,2.54750973318723,0.0141061428627761,0.0414884528974278,-3.74421349933881
"ENSG00000035720",2.82316620970225,0.732585605829015,4.91374681357548,1.62428177554087,2.71494130031207,0.00917335988899199,0.0292861508920092,-2.80146673668425
"ENSG00000038274",1.34796030299403,0.637424600266719,2.05849600572133,6.54524088544007,3.81401249104164,0.000389130040353037,0.00221647735041751,-0.310214793071398
"ENSG00000038295",2.52986739096443,0.908971340226203,4.15076344170267,1.86081389862995,3.13785959259779,0.00290204886922033,0.0114363698814188,-1.80584825370497
